Datetime (date and time of sample collection),Days since 741001,"Sample Time Window, days","Flow, CFS","SS, mg/L (suspended solids)","TP, mg/L as P","SRP, mg/L, as P","NO23, mg/L as N","TKN, mg/L (Total Kjeldahl nitrogen)","Chloride, mg/L","Sulfate, mg/L","Silica, mg/L","Conductivity, μmho","Future, NA",Month,,,,
7/1/2014 20:00,,0.33,626.8,99.476,0.274,0.118,5.73,1.386,23.7,44.6,9.32,518,,7,,,,
7/2/2014 04:00,,0.33,566.5,83.945,0.248,0.115,5.54,1.103,24,47.3,9.36,542,,7,,,,
7/2/2014 12:00,,0.67,538,81.78,0.236,0.111,5.34,0.911,24.4,51.5,9.5,559,,7,,,,
7/3/2014 12:00,,1,432.8,63.106,0.208,0.099,4.63,1.049,26.9,63.2,9.27,601,,7,,,,
7/4/2014 12:00,,1,349.4,60.465,0.19,0.09,4.17,0.78,29.1,69.7,9.37,625,,7,,,,
7/5/2014 12:00,,1,278,54.838,0.174,0.064,3.54,1.085,29.2,75,8.51,647,,7,,,,
7/6/2014 12:00,,0.83,255.6,54.247,0.153,0.011,2.85,1.402,31.2,79.3,6.89,641,,7,,,,
7/7/2014 04:00,,0.43,238.8,39.859,0.139,0.006,2.59,1.381,30.7,79.4,6.34,643,,7,,,,
7/7/2014 08:50,,0.17,227.6,42.632,0.135,0.004,2.55,1.237,31.2,81.3,6.68,646,,7,,,,
7/7/2014 12:00,,0.57,222,56.443,0.143,0.045,2.72,1.097,30.1,78.2,6.41,625,,7,,,,
7/8/2014 12:00,,0.67,217,52.459,0.145,0.034,2.39,1.03,33,76.1,5.64,638,,7,,,,
7/8/2014 20:00,,0.33,329.2,144.86,0.2,0.008,2.13,1.529,32.1,77.7,4.38,610,,7,,,,
7/9/2014 04:00,,0.33,1154,137.02,0.229,0.033,2.15,1.423,29.5,82.6,4.65,633,,7,,,,
7/9/2014 12:00,,0.33,1075.9,185.48,0.329,0.092,2.29,1.42,25.4,55.6,5.47,535,,7,,,,
7/9/2014 20:00,,0.33,897,186.64,0.337,0.093,2.58,1.5,24.3,52.1,5.75,512,,7,,,,
7/10/2014 04:00,,0.33,724.6,127,0.274,0.075,2.61,1.276,23.3,52.8,5.92,508,,7,,,,
7/10/2014 12:00,,0.67,566.5,111.82,0.263,0.066,2.52,1.302,23.2,50.5,5.81,505,,7,,,,
7/11/2014 12:00,,1,329.2,81.291,0.206,0.033,2.07,1.317,26.2,65.5,5.65,574,,7,,,,
7/12/2014 12:00,,1,255.6,73.613,0.179,0.007,1.6,1.33,29.7,75.3,4.01,595,,7,,,,
7/13/2014 12:00,,0.83,222,73.556,0.17,0.004,1.22,1.542,29.5,78.9,2.89,586,,7,,,,
7/14/2014 04:00,,0.44,202,65.558,0.155,0.003,1.16,1.45,31.5,86.6,1.77,607,,7,,,,
7/14/2014 08:55,,0.17,192,57.537,0.138,0.004,0.96,1.558,31.8,86.6,1.47,604,,7,,,,
7/14/2014 12:00,,0.56,187,73.195,0.157,0.003,0.98,1.518,33.3,89.5,0.75,592,,7,,,,
7/15/2014 12:00,,1,166.7,61.105,0.139,0.004,0.73,1.417,33.6,88.9,-0.06,584,,7,,,,
7/16/2014 12:00,,1,145.5,50.514,0.132,0.003,0.61,1.305,34.5,93.3,0.05,595,,7,,,,
7/17/2014 12:00,,1,129.6,44.568,0.128,0.002,0.38,1.243,35.9,104.5,0,615,,7,,,,
7/18/2014 12:00,,1,119,39.177,0.097,0.001,0.23,1.121,44.9,113.9,0.03,663,,7,,,,
7/19/2014 12:00,,1,110.8,36.956,0.113,0.001,0.14,1.19,46,115.7,-0.04,675,,7,,,,
7/20/2014 12:00,,0.83,110.8,45.639,0.126,0.002,0.04,1.282,46.3,117.3,-0.13,685,,7,,,,
7/21/2014 04:00,,0.5,110.8,53.076,0.131,0.002,0.04,3.827,47.4,114,-0.1,688,,7,,,,
7/21/2014 12:00,,0.67,110.8,-9,0.136,0.011,0.09,1.162,43.7,112.9,0.05,684,,7,,,,
7/22/2014 12:00,,1,110.8,-9,0.133,0.031,0.06,1.187,44,114,0.06,678,,7,,,,
7/23/2014 12:00,,1,110.8,-9,0.134,0.035,0.03,1.11,43.1,112.8,0.25,666,,7,,,,
7/24/2014 12:00,,1,110.8,-9,0.146,0.024,0.03,0.945,45.8,116.8,0.24,705,,7,,,,
7/25/2014 12:00,,1,102.5,-9,0.152,0.011,0.01,1.14,47.4,120.5,0.13,711,,7,,,,
7/26/2014 12:00,,1,102.5,-9,0.15,0.004,0,1.17,44.5,123.4,0.11,701,,7,,,,
7/27/2014 12:00,,0.83,94.3,-9,0.15,0.003,0,1.156,45.7,126.9,0.1,697,,7,,,,
7/28/2014 04:00,,0.44,94.3,-9,0.177,0.008,0.06,1.054,41.2,102.5,1.14,665,,7,,,,
7/28/2014 09:00,,0.17,94.3,-9,0.161,0.003,0.03,1.203,44,110.9,1.06,678,,7,,,,
7/28/2014 12:00,,0.56,90.2,49.904,0.136,0.044,0.1,1.021,45.6,113.6,0.96,710,,7,,,,
7/29/2014 12:00,,1,86,36.312,0.128,0.026,0.01,1.079,47.5,124.5,0.16,744,,7,,,,
7/30/2014 12:00,,1,77.8,43.018,0.125,0.003,0.01,1.072,51,133.1,0,761,,7,,,,
7/31/2014 12:00,,1,74.5,40.322,0.116,0.011,0.01,0.997,50.3,141.8,-0.04,761,,7,,,,
8/1/2014 12:00,,1,71.2,43.801,0.121,0.005,0,1.017,50.4,150.2,-0.13,756,,8,,,,
8/2/2014 12:00,,1,86,41.825,0.121,0.001,0,0.93,45.2,138,0.01,712,,8,,,,
8/3/2014 12:00,,0.83,98.4,46.096,0.138,0.001,0.01,1.04,53.1,133.8,0.17,763,,8,,,,
8/4/2014 04:00,,0.44,94.3,55.993,0.142,0.001,0,0.952,54.6,128.5,0.26,763,,8,,,,
8/4/2014 09:00,,0.17,90.2,42.51,0.124,0.005,0,1.103,56.7,130.9,0.3,776,,8,,,,
8/4/2014 12:00,,0.56,90.2,36.556,0.126,0.038,0.02,1.009,56,133.5,0.3,779,,8,,,,
8/5/2014 12:00,,1,86,43.85,0.127,0.027,0.01,1.014,51.8,136.4,0.15,753,,8,,,,
8/6/2014 12:00,,1,94.3,41.121,0.125,0.024,0.02,0.968,51,136.8,0.14,759,,8,,,,
8/7/2014 12:00,,1,81.9,34.621,0.118,0.018,0.08,0.917,53.4,137.6,0.34,770,,8,,,,
8/8/2014 12:00,,1,74.5,33.374,0.126,0.01,0,0.934,52.6,145.6,0.29,781,,8,,,,
8/9/2014 12:00,,1,71.2,40.998,0.127,0.004,0,0.933,49.9,140.9,0.18,761,,8,,,,
8/10/2014 12:00,,0.83,68,42.051,0.323,0.001,0,0.988,51.3,144.2,0.2,768,,8,,,,
8/11/2014 04:00,,0.43,68,56.862,0.149,0.004,0,0.93,53.6,146.2,0.44,791,,8,,,,
8/11/2014 08:50,,0.17,68,32.395,0.122,0.004,0,1.113,55,148.1,0.51,792,,8,,,,
8/11/2014 12:00,,0.57,68,34.804,0.13,0.034,0.03,0.96,57.9,158.4,0.91,815,,8,,,,
8/12/2014 12:00,,1,68,29.85,0.122,0.037,0.04,0.945,56.1,157,1.37,808,,8,,,,
8/13/2014 12:00,,1,77.8,26.897,0.116,0.015,0.02,0.894,61.9,160.5,1.75,851,,8,,,,
8/14/2014 12:00,,1,222,85.081,0.201,0.004,0.01,1.216,61.4,165.6,2.18,852,,8,,,,
8/15/2014 12:00,,1,192,60.561,0.171,0.001,0.07,1.143,52.3,173.5,2.27,831,,8,,,,
8/16/2014 12:00,,1,177,43.592,0.146,0.003,0,1.027,49.8,183.2,0.57,843,,8,,,,
8/17/2014 12:00,,0.83,129.6,32.284,0.117,0.001,0,0.841,48.6,179.6,0.18,812,,8,,,,
8/18/2014 04:00,,0.43,110.8,35.262,0.126,0.001,0,0.946,51.1,186.5,0.47,825,,8,,,,
8/18/2014 08:50,,0.17,106.6,30.234,0.102,0.002,0,0.864,53.3,195.7,0.65,836,,8,,,,
8/18/2014 12:00,,0.57,102.5,30.656,0.112,0.026,0.01,0.868,54.3,200.1,1.06,866,,8,,,,
8/19/2014 12:00,,1,81.9,29.307,0.111,0.022,0.01,0.887,56.6,211.7,1.53,890,,8,,,,
8/20/2014 12:00,,1,77.8,28.639,0.105,0.012,0.01,0.835,55.4,205.9,1.46,860,,8,,,,
8/21/2014 12:00,,1,74.5,32.225,0.105,0.007,0.02,0.782,53,189,1.4,819,,8,,,,
8/22/2014 12:00,,1,71.2,32.528,0.113,0.002,0,0.905,48.8,165.4,1.19,749,,8,,,,
8/23/2014 12:00,,1,74.5,28.116,0.114,0.007,0.01,0.896,45.5,143,1.2,704,,8,,,,
8/24/2014 12:00,,0.83,71.2,27.1,-9,0.004,0.02,1.032,47.4,134.8,1.19,693,,8,,,,
8/25/2014 04:00,,0.43,71.2,45.901,0.169,0.004,0,1.111,49.5,132.8,1.32,695,,8,,,,
8/25/2014 08:40,,0.17,71.2,29.066,0.175,0.001,0.01,1.393,48.8,131.6,1.49,692,,8,,,,
8/25/2014 12:00,,0.57,71.2,23.349,0.113,0.045,0.02,0.899,50,137,1.6,712,,8,,,,
8/26/2014 12:00,,1,71.2,22.388,0.109,0.047,0.01,0.926,48.3,134.6,1.38,686,,8,,,,
8/27/2014 12:00,,1,71.2,27.121,0.129,0.037,0.01,1.05,48.8,132.1,1.05,679,,8,,,,
8/28/2014 12:00,,1,64.7,22.304,0.116,0.019,0,0.967,51.1,129.7,0.98,699,,8,,,,
8/29/2014 12:00,,1,64.7,25.168,0.122,0.019,0.01,0.961,62.1,132.6,1.33,755,,8,,,,
8/30/2014 12:00,,1,64.7,25.473,0.12,0.006,0.01,0.942,70.8,132.5,1.71,805,,8,,,,
8/31/2014 12:00,,1,61.4,26.625,0.131,0.003,0,1.038,66.6,134,1.94,796,,8,,,,
9/1/2014 12:00,,0.67,54.8,29.578,0.162,0.003,0,1.274,69.2,137,2.03,803,,9,,,,
9/1/2014 20:00,,0.43,54.8,28.017,0.116,0.003,0,0.924,69.3,140.5,1.86,785,,9,,,,
9/2/2014 08:40,,0.33,51.6,28.054,0.137,0.003,0,1.237,67.5,144.3,1.6,788,,9,,,,
9/2/2014 12:00,,0.57,51.6,29.017,0.174,0.028,0,1.297,65.9,141.9,1.57,807,,9,,,,
9/3/2014 12:00,,1,51.6,28.207,0.163,0.02,0,1.185,65.7,144,1.21,819,,9,,,,
9/4/2014 12:00,,1,51.6,26.269,0.139,0.017,0,1.119,64.9,146.3,1.37,815,,9,,,,
9/5/2014 12:00,,1,45,30.33,0.157,0.005,0,1.121,63.1,146.6,1.56,811,,9,,,,
9/6/2014 12:00,,1,51.6,29.189,0.139,0.005,0.02,1.041,56.4,134.1,1.81,743,,9,,,,
9/7/2014 12:00,,0.83,51.6,18.348,0.104,0.002,0,0.88,60.9,145.3,1.83,804,,9,,,,
9/8/2014 04:00,,0.43,45,32.157,0.096,0.002,0.01,0.8,61.9,146.5,1.72,820,,9,,,,
9/8/2014 08:30,,0.17,45,20.312,0.091,0.004,0,0.837,64,150,1.83,820,,9,,,,
9/8/2014 12:00,,0.57,45,21.627,0.111,0.006,0,0.953,63,151.2,2.05,845,,9,,,,
9/9/2014 12:00,,1,43,21.409,0.1,0.009,0,0.845,69.3,153.8,2.13,872,,9,,,,
9/10/2014 12:00,,0.67,43,17.524,0.108,0.011,0,0.867,73.3,157.4,2.4,890,,9,,,,
9/10/2014 20:00,,0.33,74.5,414.93,0.838,0.094,0.25,1.702,56,108.5,2.48,686,,9,,,,
9/11/2014 04:00,,0.33,197,221.39,0.63,0.186,2.33,1.65,45.6,54.1,5.61,526,,9,,,,
9/11/2014 12:00,,0.33,342,102.56,0.35,0.103,1.25,1.209,48.6,89.8,5.27,646,,9,,,,
9/11/2014 20:00,,0.33,401.2,90.452,0.267,0.088,1.3,1.084,50.9,84.4,5,710,,9,,,,
9/12/2014 04:00,,0.33,408.6,86.556,0.253,0.079,1.63,1.04,46.2,85,5.09,666,,9,,,,
9/12/2014 12:00,,0.67,349.4,59.21,0.205,0.062,1.53,0.958,44.2,85.7,4.83,631,,9,,,,
9/13/2014 12:00,,1,238.8,33.83,0.167,0.06,1.81,0.928,36.6,88,5.4,611,,9,,,,
9/14/2014 12:00,,0.83,140.2,20.792,0.13,0.034,1.25,0.854,43.3,115.5,4.82,737,,9,,,,
9/15/2014 04:00,,0.43,110.8,20.373,0.116,0.028,1.14,0.787,46.2,122.4,4.54,771,,9,,,,
9/15/2014 08:45,,0.17,106.6,20.344,0.124,0.03,1.11,0.795,50,129.4,4.74,782,,9,,,,
9/15/2014 12:00,,0.57,98.4,19.891,0.114,-9,0.96,0.898,51.2,134.4,-9,792,,9,,,,
9/16/2014 12:00,,1,81.9,19.933,0.109,-9,0.75,1.026,54.1,145.1,-9,819,,9,,,,
9/17/2014 12:00,,1,74.5,17.391,0.092,-9,0.23,1.039,55.5,159.8,-9,815,,9,,,,
9/18/2014 12:00,,1,68,18.01,0.084,-9,0.16,1.054,57.2,158.2,-9,810,,9,,,,
9/19/2014 12:00,,1,61.4,21.214,0.078,-9,0.08,1.003,55.9,158.1,-9,792,,9,,,,
9/20/2014 12:00,,1,64.7,16.438,0.069,-9,0.11,0.91,56.8,156.4,-9,785,,9,,,,
9/21/2014 12:00,,0.83,61.4,16.869,0.078,-9,0.17,0.882,50.4,138.2,-9,716,,9,,,,
9/22/2014 04:00,,0.42,58.1,18.001,0.065,-9,0.13,0.792,52.2,138.8,-9,748,,9,,,,
9/22/2014 08:20,,0.17,58.1,12.804,0.068,-9,0.13,0.901,55.6,147.6,-9,761,,9,,,,
9/22/2014 12:00,,0.58,61.4,14.011,0.069,0.006,0.1,0.871,58.1,153.7,0.72,790,,9,,,,
9/23/2014 12:00,,1,58.1,10.121,0.06,0.005,0.15,0.838,60,156.9,0.51,814,,9,,,,
9/24/2014 12:00,,1,58.1,12.631,0.06,0.005,0.18,0.862,64.1,157.9,0.59,832,,9,,,,
9/25/2014 12:00,,1,54.8,12.916,0.06,0.003,0.15,0.865,62.2,154,0.36,813,,9,,,,
9/26/2014 12:00,,1,51.6,13.02,0.064,0.003,0.13,0.874,62.7,151,0.39,804,,9,,,,
9/27/2014 12:00,,1,51.6,12.829,0.061,0.004,0.16,0.829,66.4,151.7,0.35,801,,9,,,,
9/28/2014 12:00,,0.83,48.3,12.903,0.063,0.004,0.08,0.842,66.6,151.1,0.47,811,,9,,,,
9/29/2014 04:00,,0.44,45,8.759,0.05,0.004,0.04,0.672,67.5,158.9,0.34,825,,9,,,,
9/29/2014 09:10,,0.17,45,0,0.053,0.005,0.04,0.76,68.5,161.2,0.35,828,,9,,,,
9/29/2014 12:00,,0.56,45,9.636,0.059,0.003,0.03,0.797,68.8,161.1,-0.2,835,,9,,,,
9/30/2014 12:00,,1,43,7.439,0.051,0.002,0.05,0.699,65.2,163.6,-0.03,849,,9,,,,
10/1/2014 12:00,,1,51.6,6.237,0.049,0.001,0.05,0.697,66.7,166.8,-0.06,848,,10,,,,
10/2/2014 12:00,,1,51.6,4.872,0.056,0.003,0.05,0.714,72.9,175.5,0,892,,10,,,,
10/3/2014 12:00,,1,54.8,5.903,0.052,0.001,0.1,0.669,68.9,177.7,0.05,889,,10,,,,
10/4/2014 12:00,,1,64.7,8.325,0.049,0.001,0.11,0.659,68.7,192.9,0.27,925,,10,,,,
10/5/2014 12:00,,0.83,58.1,3.542,0.039,0.001,0.22,0.568,80.8,207.6,0.55,1001,,10,,,,
10/6/2014 04:00,,0.44,58.1,2.23,0.033,0.001,0.38,0.558,78.4,203.8,0.56,1009,,10,,,,
10/6/2014 08:55,,0.17,58.1,6.977,0.034,0.001,0.4,0.574,79.4,209.9,0.76,1005,,10,,,,
10/6/2014 12:00,,0.56,61.4,2.134,0.038,0.004,0.36,0.54,79.1,208.2,0.96,1010,,10,,,,
10/7/2014 12:00,,1,68,2.497,0.036,0.006,0.41,0.518,70.5,193.2,1.26,950,,10,,,,
10/8/2014 12:00,,1,71.2,9.009,0.041,0.005,0.37,0.52,66.1,181,1.36,921,,10,,,,
10/9/2014 12:00,,1,71.2,6.473,0.038,0.006,0.51,0.506,67.9,184.9,1.36,937,,10,,,,
10/10/2014 12:00,,1,68,3.534,0.033,0.005,0.46,0.435,63.7,178.5,1.2,912,,10,,,,
10/11/2014 12:00,,1,68,1.889,0.032,0.005,0.25,0.406,60.6,184.1,0.78,915,,10,,,,
10/12/2014 12:00,,0.83,64.7,4.449,0.031,0.005,0.26,0.451,61.1,191.7,0.52,946,,10,,,,
10/13/2014 04:00,,0.43,64.7,8.368,0.037,0.005,0.28,0.518,62.3,189,0.19,952,,10,,,,
10/13/2014 08:45,,0.17,64.7,5.46,0.041,0.007,-9,0.573,-9,-9,-0.11,958,,10,,,,
10/13/2014 12:00,,0.57,64.7,8.613,0.044,0.005,0.23,0.605,64.1,184.7,-0.03,977,,10,,,,
10/14/2014 12:00,,1,64.7,6.829,0.043,0.004,0.08,0.632,61.6,188.9,-0.13,965,,10,,,,
10/15/2014 12:00,,1,64.7,4.946,0.041,0.006,0.07,0.589,60.4,186.8,0.1,942,,10,,,,
10/16/2014 12:00,,1,64.7,3.922,0.04,0.001,0.08,0.573,64.6,191.2,0.29,979,,10,,,,
10/17/2014 12:00,,1,71.2,5.128,0.042,0.004,0.11,0.546,62.2,178,0.58,950,,10,,,,
10/18/2014 12:00,,1,71.2,5.682,0.044,0.002,0.17,0.572,64.8,183.8,0.46,978,,10,,,,
10/19/2014 12:00,,0.83,68,3.968,0.039,0.002,0.27,0.522,74.2,186.8,0.77,1010,,10,,,,
10/20/2014 04:00,,0.44,64.7,4.266,0.035,0.003,0.25,0.5,76.4,188.9,0.56,1032,,10,,,,
10/20/2014 08:55,,0.17,64.7,4.905,0.037,0.005,0.27,0.52,78.2,192.5,0.61,1038,,10,,,,
10/20/2014 12:00,,0.56,64.7,4.845,0.036,0.005,0.25,0.548,78.6,195.8,0.78,1046,,10,,,,
10/21/2014 12:00,,1,64.7,4.111,0.035,0.013,0.42,0.598,77.4,201.7,0.97,1050,,10,,,,
10/22/2014 12:00,,1,68,1.715,0.031,0.003,0.36,0.51,73.4,201,1.39,1030,,10,,,,
10/23/2014 12:00,,1,71.2,0.914,0.03,0.002,0.38,0.469,73.3,199.2,1.18,1025,,10,,,,
10/24/2014 12:00,,1,71.2,-1.011,0.029,0.003,0.3,0.426,75.1,201.1,0.98,1033,,10,,,,
10/25/2014 12:00,,1,71.2,3.439,0.03,0.004,0.28,0.441,74,219,0.71,1035,,10,,,,
10/26/2014 12:00,,0.83,68,0.872,0.031,0.004,0.3,0.529,68.3,219.1,0.66,1043,,10,,,,
10/27/2014 04:00,,0.43,68,-0.899,0.03,0.004,0.34,0.472,67.9,219.3,0.49,1056,,10,,,,
10/27/2014 08:50,,0.17,64.7,7.005,0.043,0.002,0.35,0.48,69.3,222.2,0.48,1059,,10,,,,
10/27/2014 12:00,,0.57,64.7,6.228,0.024,0.005,0.3,0.468,69.9,221.9,0.97,1066,,10,,,,
10/28/2014 12:00,,1,64.7,8.364,0.023,0.005,0.24,0.537,68,222.5,0.94,1071,,10,,,,
10/29/2014 12:00,,1,64.7,6.316,0.023,0.005,0.23,0.397,68.6,223.4,1.08,1063,,10,,,,
10/30/2014 12:00,,1,64.7,6.15,0.019,0.006,0.23,0.424,68.1,222.3,1.05,1061,,10,,,,
10/31/2014 12:00,,1,61.4,2.484,0.015,0.004,0.26,0.387,70.2,220.2,0.71,1067,,10,,,,
11/1/2014 12:00,,1,71.2,3.488,0.019,0.006,0.42,0.426,68.3,198.2,1.01,1019,,11,,,,
11/2/2014 12:00,,0.83,86,6.478,0.02,0.003,0.5,0.43,73.8,196.2,1.52,1045,,11,,,,
11/3/2014 04:00,,0.44,98.4,2.667,0.016,0.003,0.46,0.379,78.3,190.9,1.18,1068,,11,,,,
11/3/2014 09:00,,0.17,98.4,12.725,0.054,0.003,0.45,0.551,76.2,196.6,1.46,1057,,11,,,,
11/3/2014 12:00,,0.56,98.4,3.576,0.029,0.001,0.41,0.443,73.8,196.2,1.03,1061,,11,,,,
11/4/2014 12:00,,1,94.3,1.791,0.025,0.001,0.5,0.456,69.7,199.8,0.65,1042,,11,,,,
11/5/2014 12:00,,1,94.3,2.126,0.028,0,0.73,0.443,63.5,186.6,0.89,1014,,11,,,,
11/6/2014 12:00,,1,90.2,0.873,0.027,0.001,0.48,0.426,60.8,173.7,1.19,966,,11,,,,
11/7/2014 12:00,,1,90.2,4.655,0.027,0,0.36,0.394,59.5,171.7,1.93,949,,11,,,,
11/8/2014 12:00,,1,90.2,1.622,0.023,0.001,0.25,0.398,61.8,190,0.98,992,,11,,,,
11/9/2014 12:00,,0.83,86,1.391,0.021,0.001,0.27,0.388,62.1,197.8,0.64,997,,11,,,,
11/10/2014 04:00,,0.43,86,2.294,0.018,0.001,0.33,0.37,63.4,199.8,0.3,1024,,11,,,,
11/10/2014 08:50,,0.17,86,1.873,0.021,0.003,0.32,0.373,63.2,201.6,0.38,1019,,11,,,,
11/10/2014 12:00,,0.57,86,8.354,0.02,0.001,0.26,0.345,62.9,202.8,0.44,997,,11,,,,
11/11/2014 12:00,,1,86,6.667,0.018,0.001,0.35,0.352,63.2,201.8,0.14,1001,,11,,,,
11/12/2014 12:00,,1,86,2.965,0.018,0.001,0.36,0.347,60.7,193.1,0.08,1012,,11,,,,
11/13/2014 12:00,,1,77.8,4.188,0.017,0.002,0.26,0.319,60.7,191.1,0.28,1001,,11,,,,
11/14/2014 12:00,,1,77.8,4.968,0.016,0.003,0.29,0.327,59.1,191.9,0.17,997,,11,,,,
11/15/2014 12:00,,1,77.8,4.304,0.015,0.005,0.31,0.335,64.1,191.2,0.05,1002,,11,,,,
11/16/2014 12:00,,0.83,74.5,5.225,0.015,0.003,0.31,0.346,65.1,184.3,0.02,1001,,11,,,,
11/17/2014 04:00,,0.5,77.8,3.98,0.013,0.001,0.36,0.317,65.4,185.2,0.02,991,,11,,,,
11/17/2014 12:00,,0.67,77.8,1.87,0.017,0.01,0.4,0.341,67.7,187.1,0.06,1007,,11,,,,
11/18/2014 12:00,,1,119,2.71,0.019,0.005,0.56,0.436,71.2,206.2,0,1067,,11,,,,
11/19/2014 12:00,,1,217,1.554,0.019,0.004,0.65,0.4,74.8,213.3,0.14,1100,,11,,,,
11/20/2014 12:00,,1,110.8,-3.602,0.013,0.004,0.72,0.366,71.8,198.6,0.02,1048,,11,,,,
11/21/2014 12:00,,1,106.6,2.137,0.014,0.004,0.71,0.365,68.8,200.6,-0.12,1038,,11,,,,
11/22/2014 12:00,,0.33,81.9,4.31,0.012,0.008,0.76,0.393,66.6,200.5,0.07,1040,,11,,,,
11/24/2014 04:00,,0.93,77.8,4.318,0.017,0.005,0.77,0.4,69.5,202.6,-0.13,1047,,11,,,,
11/24/2014 08:40,,0.67,77.8,5.859,0.037,0.011,1.44,0.513,74.6,184.2,0.42,1030,,11,,,,
11/25/2014 12:00,,0.33,266.8,17.402,0.085,0.017,2.28,0.736,68.4,118.1,3.21,875,,11,,,,
11/26/2014 12:00,,0.67,290.8,14.573,0.063,0.012,1.62,0.614,72.4,147.2,2.86,936,,11,,,,
11/26/2014 20:00,,0.33,284.4,9.022,0.061,0.011,1.72,0.632,69.3,134.5,3.08,913,,11,,,,
11/27/2014 04:00,,0.33,266.8,9.511,0.067,0.014,2.08,0.702,68.3,127.1,3.32,900,,11,,,,
11/27/2014 12:00,,0.67,250,9.986,0.066,0.011,2.06,0.639,67.7,132.9,3.4,899,,11,,,,
11/28/2014 12:00,,1,212,4.334,0.051,0.012,1.7,0.557,66.5,154.2,2.84,940,,11,,,,
11/29/2014 12:00,,1,192,5.59,0.039,0.007,1.52,0.483,64.3,164.5,1.94,955,,11,,,,
11/30/2014 12:00,,0.83,161.4,2.894,0.03,0.008,1.39,0.483,64.1,172.4,0.98,960,,11,,,,
12/1/2014 04:00,,0.43,150.8,2.614,0.027,0.008,1.41,0.452,63.8,175.3,0.46,967,,12,,,,
12/1/2014 08:45,,0.17,161.4,4.841,0.03,0.008,1.43,0.414,63.9,176.6,0.41,968,,12,,,,
12/1/2014 12:00,,0.57,145.5,2.647,0.037,0.001,1.39,0.476,65,180.4,0.42,964,,12,,,,
12/2/2014 12:00,,1,129.6,2.752,0.028,0.005,1.43,0.445,68.9,187.3,0.31,982,,12,,,,
12/3/2014 12:00,,1,119,0.716,0.026,0.005,1.63,0.463,69.8,178.6,0.27,981,,12,,,,
12/4/2014 12:00,,1,110.8,0.665,0.023,0,1.67,0.504,70.7,174,0.15,970,,12,,,,
12/5/2014 12:00,,1,106.6,0.696,0.023,0.003,1.65,0.452,70.9,177.6,0.1,975,,12,,,,
12/6/2014 12:00,,0.83,134.9,4.132,0.041,0.004,1.72,0.521,76.5,161.7,0.51,962,,12,,,,
12/7/2014 04:00,,0.5,500,42.011,0.106,0.007,1.99,0.793,72.7,158.2,1.6,950,,12,,,,
12/7/2014 12:00,,0.5,595,37.41,0.132,0.024,3.25,0.889,70.3,128.9,3.21,877,,12,,,,
12/8/2014 04:00,,0.43,637.4,35.842,0.202,0.058,3.66,1.148,57.4,83.7,4.36,708,,12,,,,
12/8/2014 08:45,,0.17,585.5,30.346,0.2,0.07,3.7,1.119,57.3,86,4.36,693,,12,,,,
12/8/2014 12:00,,0.23,557,23.983,0.189,0.06,3.59,0.996,54.4,91.4,4.23,723,,12,,,,
12/8/2014 20:00,,0.33,491.6,28.6,0.146,0.049,3.35,0.856,56,101.2,4.06,756,,12,,,,
12/9/2014 04:00,,0.33,432.8,23.391,0.128,0.043,3.22,0.863,55.8,106.2,4.02,780,,12,,,,
12/9/2014 12:00,,0.67,424.4,19.197,0.111,0.037,3.2,0.938,57.8,114.8,3.77,809,,12,,,,
12/10/2014 12:00,,1,364.2,14.285,0.09,0.029,3.01,0.776,60.5,129.7,3.42,853,,12,,,,
12/11/2014 12:00,,1,272.4,9.573,0.102,0.039,3.35,0.816,59.5,126.5,3.76,848,,12,,,,
12/12/2014 12:00,,1,238.8,11.834,0.094,0.037,3.48,0.779,62.3,130.3,3.67,858,,12,,,,
12/13/2014 12:00,,1,197,7.779,0.088,0.037,3.59,0.741,63.9,136.8,3.47,881,,12,,,,
12/14/2014 12:00,,0.83,172,6.114,0.059,0.019,3.29,0.595,64.1,137.9,2.64,887,,12,,,,
12/15/2014 04:00,,0.44,161.4,2.825,0.047,0.011,3.08,0.571,64.6,136.5,2.11,895,,12,,,,
12/15/2014 09:10,,0.17,156.1,5.295,0.046,0.011,3.12,0.574,67.6,143.9,2.07,900,,12,,,,
12/15/2014 12:00,,0.56,156.1,6.4,0.044,0.012,3.12,0.546,69.3,142,2.17,899,,12,,,,
12/16/2014 12:00,,1,150.8,8.2,0.035,0.003,2.77,0.505,69,141.4,1.3,917,,12,,,,
12/17/2014 12:00,,1,177,7.4,0.041,0.014,3.02,0.546,69.8,126.3,2.45,914,,12,,,,
12/18/2014 12:00,,1,192,9.5,0.046,0.017,3.3,0.544,65.1,113.6,3.33,875,,12,,,,
12/19/2014 12:00,,1,192,6.6,0.046,0.018,3.13,0.581,66.8,114.8,3.16,888,,12,,,,
12/20/2014 12:00,,1,177,5.3,0.054,0.017,2.91,0.553,66.3,118,3.22,892,,12,,,,
12/21/2014 12:00,,1,177,4.3,0.047,0.013,2.8,0.62,68.3,124.9,3.2,900,,12,,,,
12/22/2014 12:00,,1,161.4,4.3,0.036,0.009,2.54,0.544,69.4,130.4,2.29,915,,12,,,,
12/23/2014 12:00,,1,156.1,3.2,0.03,0.006,2.27,0.528,68.8,136.1,1.37,927,,12,,,,
12/24/2014 12:00,,1,150.8,3.3,0.031,0.004,2.08,0.91,67.1,138.8,0.76,926,,12,,,,
